temperature,humidity,wind_speed,wind_direction
16.116262258099887,52.76721537886606,4.85733064006708,0.7567395715139762
27.063571821788408,58.19362483750145,4.3278572510082425,0.551953500879935
22.907884894416696,84.10922273774827,2.290000862537181,-0.08017485813450476
20.374511199743694,49.120298252072665,7.894466711319343,0.6500513432314232
11.964354168406294,85.13617856722765,6.196114086612176,-1.024251403872471
11.963895886387851,31.993141306415023,11.254112900212048,2.0117432918863347
10.10358863119579,78.82229373018689,0.4174245462667573,-1.1000210584804844
25.457346769723767,83.63323904772207,8.370283058216643,-0.3948699650231742
20.42118522312097,38.363600392939034,9.918335420650294,0.522558341215781
22.453378978124864,55.26356420130963,9.873325399447992,0.5261044054655337
9.391105391620247,37.253984677128585,11.518961572241826,0.29838578324168896
27.428287191077892,74.04908077160681,9.477438656783423,1.6377496071698765
24.816410175208013,62.40364822819266,12.061530801420052,1.076960037983973
13.034443102887247,69.20198757616583,4.324535797671589,0.2144438654276266
12.454674376934912,39.36111375302236,6.54172241777006,0.011168014947597005
12.484685687215242,40.39871861956453,0.18303562267757878,-1.0418701054063018
14.780602616231217,28.821818134673634,0.09044863494278577,0.15751285923109926
18.97037220101252,47.90059239330962,3.1216460658697587,0.51274488743812
17.2069553542002,64.0626369706899,1.3104935628081082,-0.3141923009997889
14.533353663762796,84.33957415181835,3.382747783164797,-0.8183898769959823
20.62520499972521,71.35106642719029,2.3015628288691663,-0.2018560676414145
11.650383352388795,55.6069499911831,0.3707603229024271,-0.8665375827618318
14.550748322169145,90.81216777880137,11.820953903278642,-0.26949317045005117
15.960875022580142,74.90867363915656,0.10690070805558982,-0.7739583013516995
17.66532970012368,89.2512337946534,9.56906787638211,-0.6383892088140368
23.918343266467257,61.875982182507265,1.9779225299537149,-0.6378711073170553
12.793801861008834,43.60549068593349,11.8589850859948,0.2652174907319669
18.77045432985862,29.592214672801095,11.606347214668515,0.8855845757556731
20.255876808378808,75.37376990090183,8.500714902800345,-0.1146268062160507
9.882557841679956,34.24860386437632,8.739043947407866,1.3074897943853596
20.54335218612733,46.58870872249377,0.06940884560595106,0.1611325302860518
12.239958350058538,62.208021736105025,12.803330359476826,0.7734169949316203
10.235980266720311,64.38032796902284,11.411823846485587,-1.734114482531325
27.02882520781333,66.83965739512524,11.636380934491196,-3.0848950486810676
27.347008628416628,37.305362463779645,8.570178981661336,2.1188814328999115
24.35954961421276,51.822143527872115,4.482230072508975,-0.09427375321043963
14.787661614294043,67.96920744395374,11.61743243817625,1.3379815033433315
10.855770166121294,91.94768279509736,3.7897200659655006,-0.6018185683036825
22.000427503730982,75.47891736357883,7.315250063448637,2.4934701728871786
17.362897381052424,88.73705548238914,1.2965026404704711,-0.8702204580804791
11.318726462050797,77.83041996536404,11.985423191725753,0.44680370727615193
18.408361292114133,66.23675388468322,1.8300159510257732,0.18426654495020722
9.65338190118915,39.05758910127143,2.9236584744952943,-0.5333475691490097
26.27708763949686,71.3346243286909,7.255744055666795,-0.09161699474028007
